sub_category,model_id,brand,total_mentions,n_replicates,BRP@1,BRP@3,BRP@5,MRR,prompt_condition
hiking jacket,claude-sonnet-4-6,Canada Goose,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Columbia,20,40,0.1250,0.3500,0.5000,0.2583,needs-based-general
hiking jacket,claude-sonnet-4-6,Cotopaxi,6,40,0.0000,0.0000,0.1500,0.0337,needs-based-general
hiking jacket,claude-sonnet-4-6,Decathlon,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Eddie Bauer,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Eileen Fisher,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Feathered Friends,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Filson,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Finisterre,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Fjallraven,12,40,0.0000,0.0750,0.3000,0.0775,needs-based-general
hiking jacket,claude-sonnet-4-6,Frogg Toggs,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Goldwin,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Haglofs,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Helly Hansen,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Houdini Sportswear,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
hiking jacket,claude-sonnet-4-6,Icebreaker,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Jack Wolfskin,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Kathmandu,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Klattermusen,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,KUHL,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
hiking jacket,claude-sonnet-4-6,L.L. Bean,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Lululemon,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Mammut,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-general
hiking jacket,claude-sonnet-4-6,Marmot,9,40,0.1000,0.2000,0.2250,0.1467,needs-based-general
hiking jacket,claude-sonnet-4-6,Ministry of Supply,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Montbell,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Mountain Hardwear,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Mountain Warehouse,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Nanamica,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Norrona,4,40,0.0000,0.0500,0.1000,0.0292,needs-based-general
hiking jacket,claude-sonnet-4-6,Norse Projects,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Outdoor Research,16,40,0.0000,0.0000,0.4000,0.0825,needs-based-general
hiking jacket,claude-sonnet-4-6,Outdoor Voices,2,40,0.0000,0.0250,0.0500,0.0133,needs-based-general
hiking jacket,claude-sonnet-4-6,Outlier,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Paramo,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Passenger Clothing,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Patagonia,35,40,0.5500,0.8000,0.8750,0.6858,needs-based-general
hiking jacket,claude-sonnet-4-6,Peak Performance,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Picture Organic Clothing,8,40,0.0000,0.1500,0.2000,0.0696,needs-based-general
hiking jacket,claude-sonnet-4-6,prAna,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Rab,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,REI Co-op,18,40,0.0000,0.2500,0.4500,0.1479,needs-based-general
hiking jacket,claude-sonnet-4-6,Snow Peak,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Tentree,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Ternua,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,The North Face,27,40,0.0000,0.4750,0.6750,0.2167,needs-based-general
hiking jacket,claude-sonnet-4-6,Tierra,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Toad&Co,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Toread,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Trew Gear,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,United By Blue,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,VAUDE,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Western Mountaineering,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,Western Rise,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
hiking jacket,claude-sonnet-4-6,"33,000ft",0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Aether,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Amazon Essentials,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Arc'teryx,26,40,0.2250,0.5750,0.6500,0.4025,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Black Diamond,4,40,0.0000,0.0500,0.1000,0.0267,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Canada Goose,2,40,0.0500,0.0500,0.0500,0.0500,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Columbia,17,40,0.1750,0.3750,0.4250,0.2779,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Cotopaxi,2,40,0.0000,0.0500,0.0500,0.0167,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Decathlon,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Eddie Bauer,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Eileen Fisher,2,40,0.0000,0.0500,0.0500,0.0250,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Feathered Friends,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Filson,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Finisterre,2,40,0.0000,0.0000,0.0500,0.0125,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Fjallraven,7,40,0.0000,0.0000,0.1750,0.0400,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Frogg Toggs,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Goldwin,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Haglofs,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Helly Hansen,2,40,0.0000,0.0250,0.0500,0.0146,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Houdini Sportswear,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Icebreaker,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Jack Wolfskin,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Kathmandu,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Klattermusen,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,KUHL,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-detailed
hiking jacket,claude-sonnet-4-6,L.L. Bean,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Lululemon,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Mammut,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Marmot,11,40,0.0750,0.2250,0.2750,0.1446,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Ministry of Supply,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Montbell,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Mountain Hardwear,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Mountain Warehouse,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Nanamica,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Norrona,4,40,0.0000,0.0500,0.1000,0.0267,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Norse Projects,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Outdoor Research,18,40,0.0000,0.1000,0.4500,0.1071,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Outdoor Voices,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Outlier,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Paramo,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Passenger Clothing,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Patagonia,34,40,0.4750,0.7250,0.8500,0.6246,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Peak Performance,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Picture Organic Clothing,4,40,0.0000,0.0500,0.1000,0.0375,needs-based-detailed
hiking jacket,claude-sonnet-4-6,prAna,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Rab,6,40,0.0000,0.0500,0.1500,0.0392,needs-based-detailed
hiking jacket,claude-sonnet-4-6,REI Co-op,22,40,0.0000,0.4250,0.5500,0.1954,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Snow Peak,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Tentree,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Ternua,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,The North Face,30,40,0.0000,0.2000,0.7500,0.2050,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Tierra,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Toad&Co,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Toread,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Trew Gear,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,United By Blue,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,VAUDE,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Western Mountaineering,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
hiking jacket,claude-sonnet-4-6,Western Rise,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,AeroPress,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Amazon Basics,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Bella,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Bialetti,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Black+Decker,16,40,0.0500,0.3250,0.4000,0.1896,needs-based-general
coffee maker,gpt-5.5,Bodum,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Bonavita,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-general
coffee maker,gpt-5.5,Braun,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-general
coffee maker,gpt-5.5,Brentwood,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
coffee maker,gpt-5.5,Breville,16,40,0.4000,0.4000,0.4000,0.4000,needs-based-general
coffee maker,gpt-5.5,Bruvi,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,BUNN,2,40,0.0000,0.0500,0.0500,0.0167,needs-based-general
coffee maker,gpt-5.5,Cafe,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Cafflano,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Calphalon,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Capresso,2,40,0.0000,0.0000,0.0500,0.0112,needs-based-general
coffee maker,gpt-5.5,Chefman,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-general
coffee maker,gpt-5.5,Cuisinart,22,40,0.0000,0.2250,0.5500,0.1612,needs-based-general
coffee maker,gpt-5.5,De'Longhi,16,40,0.0000,0.4000,0.4000,0.2000,needs-based-general
coffee maker,gpt-5.5,ECM,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Elite Gourmet,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
coffee maker,gpt-5.5,Espro,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Farberware,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Flair,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Gaggia,8,40,0.0000,0.2000,0.2000,0.0667,needs-based-general
coffee maker,gpt-5.5,Gevi,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-general
coffee maker,gpt-5.5,GSI Outdoors,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Hamilton Beach,21,40,0.0000,0.3750,0.5250,0.1779,needs-based-general
coffee maker,gpt-5.5,Handpresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Hario,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,IKEA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Illy,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-general
coffee maker,gpt-5.5,Instant,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Jura,5,40,0.0000,0.0500,0.1250,0.0317,needs-based-general
coffee maker,gpt-5.5,Kalita,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Keurig,9,40,0.1750,0.2000,0.2250,0.1925,needs-based-general
coffee maker,gpt-5.5,KitchenAid,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,KRUPS,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-general
coffee maker,gpt-5.5,La Marzocco,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-general
coffee maker,gpt-5.5,Lavazza,1,40,0.0000,0.0000,0.0250,0.0063,needs-based-general
coffee maker,gpt-5.5,Lelit,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Mainstays,7,40,0.0000,0.0000,0.1750,0.0412,needs-based-general
coffee maker,gpt-5.5,Melitta,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Miele,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,MiiR,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Mr. Coffee,17,40,0.3500,0.4000,0.4250,0.3800,needs-based-general
coffee maker,gpt-5.5,Nescafe,2,40,0.0000,0.0000,0.0500,0.0125,needs-based-general
coffee maker,gpt-5.5,Nespresso,11,40,0.0250,0.2000,0.2750,0.1275,needs-based-general
coffee maker,gpt-5.5,Ninja,5,40,0.0000,0.0250,0.1250,0.0283,needs-based-general
coffee maker,gpt-5.5,Nuova Simonelli,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Oster,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,OXO,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Philips,9,40,0.0000,0.0250,0.2250,0.0558,needs-based-general
coffee maker,gpt-5.5,Presto,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Proctor Silex,5,40,0.0000,0.0250,0.1250,0.0296,needs-based-general
coffee maker,gpt-5.5,Profitec,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Rancilio,8,40,0.0000,0.0000,0.2000,0.0500,needs-based-general
coffee maker,gpt-5.5,Ratio,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Rocket Espresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Saeco,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Sage,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Senseo,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Smeg,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Spinn,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Stanley,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Staresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Tassimo,4,40,0.0000,0.1000,0.1000,0.0333,needs-based-general
coffee maker,gpt-5.5,Technivorm,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Terra Kaffe,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Toastmaster,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Verismo,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Wacaco,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,xBloom,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,Zojirushi,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-general
coffee maker,gpt-5.5,AeroPress,2,40,0.0500,0.0500,0.0500,0.0500,needs-based-detailed
coffee maker,gpt-5.5,Amazon Basics,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Bella,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Bialetti,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Black+Decker,14,40,0.0000,0.3500,0.3500,0.1458,needs-based-detailed
coffee maker,gpt-5.5,Bodum,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Bonavita,2,40,0.0250,0.0500,0.0500,0.0333,needs-based-detailed
coffee maker,gpt-5.5,Braun,4,40,0.0000,0.0000,0.1000,0.0200,needs-based-detailed
coffee maker,gpt-5.5,Brentwood,5,40,0.0000,0.0000,0.1250,0.0250,needs-based-detailed
coffee maker,gpt-5.5,Breville,17,40,0.3750,0.4000,0.4250,0.3883,needs-based-detailed
coffee maker,gpt-5.5,Bruvi,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,BUNN,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Cafe,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Cafflano,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Calphalon,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
coffee maker,gpt-5.5,Capresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Chefman,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Cuisinart,14,40,0.0000,0.0750,0.3500,0.0996,needs-based-detailed
coffee maker,gpt-5.5,De'Longhi,16,40,0.0500,0.3500,0.4000,0.1958,needs-based-detailed
coffee maker,gpt-5.5,ECM,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Elite Gourmet,2,40,0.0000,0.0250,0.0500,0.0146,needs-based-detailed
coffee maker,gpt-5.5,Espro,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-detailed
coffee maker,gpt-5.5,Farberware,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Flair,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Gaggia,7,40,0.0000,0.1250,0.1750,0.0612,needs-based-detailed
coffee maker,gpt-5.5,Gevi,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,GSI Outdoors,2,40,0.0000,0.0000,0.0500,0.0125,needs-based-detailed
coffee maker,gpt-5.5,Hamilton Beach,10,40,0.0000,0.2000,0.2500,0.0863,needs-based-detailed
coffee maker,gpt-5.5,Handpresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Hario,2,40,0.0000,0.0500,0.0500,0.0167,needs-based-detailed
coffee maker,gpt-5.5,IKEA,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Illy,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
coffee maker,gpt-5.5,Instant,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Jura,9,40,0.0000,0.1500,0.2250,0.0800,needs-based-detailed
coffee maker,gpt-5.5,Kalita,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Keurig,6,40,0.1500,0.1500,0.1500,0.1500,needs-based-detailed
coffee maker,gpt-5.5,KitchenAid,1,40,0.0000,0.0250,0.0250,0.0083,needs-based-detailed
coffee maker,gpt-5.5,KRUPS,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,La Marzocco,2,40,0.0000,0.0000,0.0500,0.0100,needs-based-detailed
coffee maker,gpt-5.5,Lavazza,3,40,0.0000,0.0000,0.0750,0.0150,needs-based-detailed
coffee maker,gpt-5.5,Lelit,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Mainstays,8,40,0.1000,0.1250,0.2000,0.1288,needs-based-detailed
coffee maker,gpt-5.5,Melitta,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Miele,7,40,0.0000,0.0000,0.1750,0.0362,needs-based-detailed
coffee maker,gpt-5.5,MiiR,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Mr. Coffee,14,40,0.2500,0.3000,0.3500,0.2875,needs-based-detailed
coffee maker,gpt-5.5,Nescafe,4,40,0.0000,0.0500,0.1000,0.0292,needs-based-detailed
coffee maker,gpt-5.5,Nespresso,9,40,0.0000,0.1750,0.2250,0.0933,needs-based-detailed
coffee maker,gpt-5.5,Ninja,3,40,0.0000,0.0000,0.0750,0.0163,needs-based-detailed
coffee maker,gpt-5.5,Nuova Simonelli,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Oster,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,OXO,2,40,0.0000,0.0250,0.0500,0.0187,needs-based-detailed
coffee maker,gpt-5.5,Philips,12,40,0.0000,0.0750,0.3000,0.0842,needs-based-detailed
coffee maker,gpt-5.5,Presto,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Proctor Silex,7,40,0.0000,0.0500,0.1750,0.0550,needs-based-detailed
coffee maker,gpt-5.5,Profitec,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Rancilio,2,40,0.0000,0.0500,0.0500,0.0167,needs-based-detailed
coffee maker,gpt-5.5,Ratio,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Rocket Espresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Saeco,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Sage,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Senseo,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Smeg,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Spinn,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Stanley,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Staresso,0,40,0.0000,0.0000,0.0000,0.0000,needs-based-detailed
coffee maker,gpt-5.5,Tassimo,4,40,0.0000,0.0500,0.1000,0.0292,needs-based-detailed
coffee maker,gpt-5.5,Technivorm,2,40,0.0000,0.0500,0.0500,0.0208,needs-based-detailed
coffee maker,gpt-5.5,Terra Kaffe,1,40,0.0000,0.0000,0.0250,0.0050,needs-based-detailed
